IBM,168.875046
IBM,167.5
IBM,166.624954
IBM,165.750076
IBM,163.249924
IBM,168.5
IBM,171.249924
IBM,169.249924
IBM,168.249924
IBM,163.5
IBM,160.750076
IBM,158.124954
IBM,160.0
IBM,159.624954
IBM,163.5
IBM,163.0
IBM,162.875046
IBM,162.875046
IBM,179.750076
IBM,187.249924
IBM,182.875046
IBM,188.249924
IBM,193.0
IBM,191.750076
IBM,199.875046
IBM,196.0
IBM,197.624954
IBM,198.624954
IBM,201.624954
IBM,210.249924
IBM,215.5
IBM,220.124954
IBM,212.0
IBM,217.750076
IBM,217.750076
IBM,218.249924
IBM,212.0
IBM,207.5
IBM,212.0
IBM,212.249924
IBM,215.5
IBM,220.0
IBM,214.5
IBM,215.375046
IBM,219.249924
IBM,217.0
IBM,219.5
IBM,215.5
IBM,213.0
IBM,217.0
IBM,215.5
IBM,218.750076
IBM,214.750076
IBM,214.5
IBM,209.5
IBM,209.124954
IBM,204.624954
IBM,210.0
IBM,209.875046
IBM,207.5
IBM,206.624954
IBM,206.124954
IBM,203.750076
IBM,198.0
IBM,198.0
IBM,197.875046
IBM,201.5
IBM,209.5
IBM,208.124954
IBM,205.0
IBM,209.5
IBM,209.5
IBM,212.750076
IBM,212.5
IBM,209.375046
IBM,213.750076
IBM,211.875046
IBM,208.0
IBM,206.875046
IBM,206.0
IBM,202.5
IBM,202.249924
IBM,209.875046
IBM,209.249924
IBM,207.624954
IBM,213.750076
IBM,209.750076
IBM,212.375046
IBM,209.750076
IBM,214.5
IBM,216.0
IBM,223.5
IBM,223.5
IBM,217.5
IBM,216.624954
IBM,219.0
IBM,216.0
IBM,212.750076
IBM,214.0
IBM,218.875046
IBM,216.124954
IBM,213.375046
IBM,212.5
IBM,215.0
IBM,218.0
IBM,218.5
IBM,216.624954
IBM,218.0
IBM,213.5
IBM,212.0
IBM,211.5
IBM,210.249924
IBM,208.5
IBM,206.124954
IBM,208.249924
IBM,203.5
IBM,204.249924
IBM,208.375046
IBM,206.375046
IBM,213.0
IBM,211.5
IBM,210.5
IBM,209.249924
IBM,209.0
IBM,209.0
IBM,208.5
IBM,206.875046
IBM,206.5
IBM,204.0
IBM,206.124954
IBM,209.5
IBM,204.750076
IBM,205.5
IBM,208.0
IBM,206.750076
IBM,204.624954
IBM,202.375046
IBM,201.875046
IBM,201.0
IBM,197.5
IBM,193.0
IBM,194.249924
IBM,190.5
IBM,190.624954
IBM,192.0
IBM,194.875046
IBM,190.249924
IBM,189.249924
IBM,187.750076
IBM,184.375046
IBM,186.0
IBM,183.0
IBM,180.0
IBM,183.5
IBM,182.0
IBM,177.5
IBM,179.750076
IBM,182.249924
IBM,182.0
IBM,178.249924
IBM,176.5
IBM,177.5
IBM,180.249924
IBM,182.0
IBM,178.249924
IBM,181.0
IBM,186.249924
IBM,186.249924
IBM,181.249924
IBM,182.750076
IBM,182.0
IBM,180.0
IBM,183.5
IBM,179.0
IBM,180.0
IBM,181.249924
IBM,180.0
IBM,179.875046
IBM,178.124954
IBM,179.750076
IBM,186.249924
IBM,189.249924
IBM,186.5
IBM,188.5
IBM,191.0
IBM,192.0
IBM,196.0
IBM,190.750076
IBM,188.249924
IBM,183.375046
IBM,188.750076
IBM,195.249924
IBM,201.0
IBM,201.249924
IBM,206.0
IBM,205.249924
IBM,206.0
IBM,210.5
IBM,208.5
IBM,208.750076
IBM,209.375046
IBM,207.249924
IBM,211.5
IBM,212.875046
IBM,213.249924
IBM,215.375046
IBM,209.0
IBM,211.124954
IBM,215.0
IBM,211.0
IBM,211.124954
IBM,212.249924
IBM,211.249924
IBM,213.5
IBM,215.750076
IBM,217.0
IBM,216.249924
IBM,216.624954
IBM,219.750076
IBM,224.750076
IBM,221.375046
IBM,222.5
IBM,225.0
IBM,220.375046
IBM,219.5
IBM,221.0
IBM,221.750076
IBM,222.249924
IBM,224.624954
IBM,225.0
IBM,226.375046
IBM,224.124954
IBM,220.750076
IBM,219.0
IBM,220.124954
IBM,214.624954
IBM,215.0
IBM,215.875046
IBM,217.5
IBM,214.750076
IBM,215.624954
IBM,216.750076
IBM,219.875046
IBM,219.750076
IBM,219.5
IBM,217.750076
IBM,216.0
IBM,220.0
IBM,223.249924
IBM,223.249924
