JAX,77.160004
AAPL,115.599998
ABRN,124.0625
RAS,90.650002
GRPN,114.625
ABRC,111.809998
MRNS,43.25
ABRA,94.550003
ABRB,539.499736
ACCO,113.800003
RBA,463.749754
JBK,87.25
RBC,88.375
TAHO,99.25
SDF,124.769997
JBL,108.875
WLL,112.625
JBN,83.809998
JBR,125.875
JBT,92.449997
XCOM,97.25
AC,129.125
RBS,160.75
GCAP,117
FEYE,94.75
JCE,60.5
TGB,203.080002
IAG,516.999757
RA,180.1875
QQQ,209.300003
JCI,122.459999
TGF,161.520004
CVF,100
TGH,135.820007
RF,127.739998
INAP,65
JCP,182.490005
ATVI,41
KEY,173.125
C,181.25
TGVF,55.625
F,140.369995
QAX,123.699997
JDD,158.710007
ABM,45.75
N,105.875
ABR,142.125
UJH,66.375
S,135.5
ABT,127.080002
PDLI,151.550003
T,187.679993
IBM,102.125
ABX,63.75
X,321.500266
UJM,125.125
SYMC,184.149994
NVDA,99.375
ACC,134.8125
CF,152.375
NBLX,124.790001
TWTR,91.25
KGC,116.125
ACH,90.1875
JEC,112.5
NMJ,48.5
ACM,204.419998
ACN,127.650002
ACP,91.375
MKL,489.750016
NHYU,137.860001
ACV,86.25
APPL,123.625
INTC,191.559998
JEQ,118.875
MANU,124.620003
ADC,57.25
DE,150.089996
JFC,201.520004
CHK,53.125
OPL,134.375
ADM,148.25
OPK,127.160004
ABEV,110.5
RFD,78.120003
JFR,116.730003
BBRY,166.949997
RASA,138.25
ED,424.499989
PBR,90
RFV,127.375
INUV,56.25
AUY,155.75
SWIR,119.5
JGH,55.25
NOK,133.75
KIJ,173.789993
SINO,161.990005
XCD,160.839996
DESX,104
JAX,126
AAPL,137.860001
ABRN,210.059998
RAS,117.75
GRPN,146.820007
ABRC,128.710007
MRNS,81.07
ABRA,135.75
ABRB,127.25
ACCO,149.630005
RBA,164.5
JBK,56.75
RBC,147.369995
TAHO,57.375
SDF,189.330002
JBL,176.119995
WLL,106.125
JBN,117.5
JBR,103.029999
JBT,73.75
XCOM,105.625
AC,50.875
RBS,111.989998
GCAP,115.875
FEYE,153.419998
JCE,122.739998
TGB,120
IAG,109.75
RA,203.4375
QQQ,114.625
JCI,161.990005
TGF,89.43
CVF,126.5
TGH,79.510002
RF,102.5
INAP,549.000013
JCP,45.75
ATVI,89.550003
KEY,88.900002
C,132.029999
TGVF,113.639999
F,354.999733
QAX,163.619995
JDD,129.875
ABM,105.125
N,114.125
ABR,116
UJH,110.0625
S,49.125
ABT,89.125
PDLI,126.875
T,129.875
IBM,97.625
ABX,75.5
X,99.120003
UJM,167.125
SYMC,162.809998
NVDA,118.129997
ACC,100.699997
CF,84.879997
NBLX,119.875
TWTR,86.330002
KGC,120.875
ACH,142.330002
JEC,150.6875
NMJ,552.999759
ACM,113.25
ACN,107.290001
ACP,112.562477
MKL,111.5
NHYU,504.999733
ACV,144.679993
APPL,112.25
INTC,174.6875
JEQ,166.080002
MANU,407.000256
ADC,126.1875
DE,157.875
JFC,118.690002
CHK,138.25
OPL,143.839996
ADM,81.519997
OPK,190.759995
ABEV,67.5
RFD,99.375
JFR,84.599998
BBRY,145.125
RASA,55.5
ED,78.07
PBR,42.375
RFV,578.499734
INUV,87.599998
AUY,163.160004
SWIR,112.5
JGH,126.25
NOK,70.25
KIJ,112.5
SINO,108.5
XCD,111.375
DESX,102
JAX,91.82
AAPL,148.100006
ABRN,45.875
RAS,101
GRPN,147.089996
ABRC,128.110001
MRNS,127.125
ABRA,62.25
ABRB,94.25
ACCO,105.625
RBA,106.125
JBK,104.625
RBC,137.125
TAHO,169.429993
SDF,98.125
JBL,95.625
WLL,106.5
JBN,184.119995
JBR,114.07
JBT,59.625
XCOM,131.375
AC,118.25
RBS,99
GCAP,105
FEYE,113.75
JCE,120.8125
TGB,89.125
IAG,114.559998
RA,169.25
QQQ,80.260002
JCI,135.5
TGF,116.650002
CVF,84.389999
TGH,124.620003
RF,102.375
INAP,116.339996
JCP,107.9375
ATVI,150.089996
KEY,86.125
C,125.75
TGVF,112.760002
F,92.739998
QAX,158.059998
JDD,104.25
ABM,106.375
N,140.839996
ABR,126.875
UJH,128.369995
S,118.625
ABT,184
PDLI,89.25
T,127.290001
IBM,103.625
ABX,86.75
X,131
UJM,95.75
SYMC,87.099998
NVDA,115.25
ACC,97
CF,110.610001
NBLX,233.0625
TWTR,99.25
KGC,43.875
ACH,160.960007
JEC,107.25
NMJ,182.309998
ACM,164
ACN,163
ACP,117.5
MKL,131.75
NHYU,56
ACV,93.125
APPL,78.610001
INTC,93.375
JEQ,108.625
MANU,127.75
ADC,60.990002
DE,53.625
JFC,191.970001
CHK,98.220001
OPL,94.375
ADM,109.75
OPK,108.875
ABEV,139.889999
RFD,57.5
JFR,105.875
BBRY,47.25
RASA,459.750009
ED,131.375
PBR,95.625
RFV,113.400002
INUV,86.720001
AUY,102
SWIR,160.75
JGH,208.240005
NOK,89.269997
KIJ,149.330002
SINO,87.400002
XCD,197.059998
DESX,73.25
JAX,69.375
AAPL,120
ABRN,110.25
RAS,112.25
GRPN,537.999737
ABRC,108.25
MRNS,92.375
ABRA,99.669998
ABRB,128.539993
ACCO,83.809998
RBA,82.400002
JBK,52.25
RBC,160.789993
TAHO,111.25
SDF,63.25
JBL,168.619995
WLL,109.125
JBN,106.800003
JBR,104.25
JBT,81.980003
XCOM,489.999747
AC,183.589996
RBS,459.99974
GCAP,159.75
FEYE,98.5
JCE,125.75
TGB,116.650002
IAG,195.399994
RA,97.75
QQQ,103.625
JCI,91.375
TGF,170.100006
CVF,374.000251
TGH,98.269997
RF,449.49975
INAP,79.400002
JCP,101.25
ATVI,111.25
KEY,126.5625
C,57.5
TGVF,130.679993
F,127.125
QAX,110
JDD,76.93
ABM,114.25
N,60.25
ABR,102
UJH,116.730003
S,103.510002
ABT,161.089996
PDLI,552.50026
T,114.8125
IBM,177.625
ABX,52.875
X,170.479996
UJM,63.625
SYMC,129.539993
NVDA,97.625
ACC,128.520004
CF,51.25
NBLX,110
TWTR,66.610001
KGC,555.000007
ACH,189.25
JEC,72.75
