APPL,126.589996
BMY,141.630005
CPSY,98.199997
ECPG,183.850006
ENG,164.419998
FCBK,105.625
FLDM,115.5
GOGL,71.230003
HDP,121.160004
IBM,137.380005
IMI,149.630005
INAP,132.029999
INUV,107.625
PDLI,94.625
QVCA,78.5
RGSE,160.630005
SAEX,120
SHEN,99.669998
SWIR,119
XCOM,147.949997
MRK,88
VER,127.650002
CHK,104.5
FCX,104.040001
MSFT,152.660004
MU,94.650002
VALE,135.375
SYMC,92.5
PFE,107.5
FEYE,99.25
WLL,142.779999
KEY,105
ABEV,92.540001
ABX,108.375
QQQ,142.360001
TWTR,140.550003
ITUB,56.625
FTR,111.099998
GE,142.679993
ZNGA,110.25
ATVI,46.875
JPM,106.879997
LNTH,48.375
FORX,56.75
MCEP,93.309998
FRPT,202.550003
PTCT,89.889999
SINO,148.320007
CHEK,148.75
IFMI,131.029999
APPL,127.650002
BMY,96.25
CPSY,182.410004
ECPG,90.25
ENG,112.75
FCBK,152.839996
FLDM,58.625
GOGL,122.75
HDP,91
IBM,139.419998
IMI,113.5
INAP,126
INUV,116.75
PDLI,142.899994
QVCA,140.369995
RGSE,53
SAEX,144.375
SHEN,112.75
SWIR,193.649994
XCOM,92.5
MRK,100.625
VER,104.900002
CHK,92.199997
FCX,92.980003
MSFT,194.679993
MU,85.150002
VALE,163.160004
SYMC,84.279999
PFE,89.269997
FEYE,123.125
WLL,97.25
KEY,152.729996
ABEV,148.740005
ABX,123.949997
QQQ,102.375
TWTR,122.75
ITUB,99.875
FTR,108.875
GE,156
ZNGA,158.710007
ATVI,76.5
JPM,115
LNTH,131
FORX,146.720001
MCEP,115.139999
FRPT,135.309998
PTCT,169.320007
SINO,158.710007
CHEK,186.820007
IFMI,124.625
APPL,116.5625
BMY,105.599998
CPSY,54.75
ECPG,109.75
ENG,165.0625
FCBK,80.260002
FLDM,188.410004
GOGL,97.125
HDP,127.160004
IBM,210.470001
IMI,140.369995
INAP,96.625
INUV,113.169998
PDLI,91.199997
QVCA,57.375
RGSE,120
SAEX,93.440002
SHEN,161.759995
SWIR,112.25
XCOM,142.470001
MRK,650.280029
VER,148.779999
CHK,98.25
FCX,138.375
MSFT,151.699997
MU,164.25
VALE,169.380005
SYMC,122.940002
PFE,118
FEYE,128.570007
WLL,96.375
KEY,109.375
ABEV,138.110001
ABX,124.290001
QQQ,91
TWTR,123.400002
ITUB,137.860001
FTR,150.089996
GE,179.919998
ZNGA,127.6875
ATVI,109
JPM,137.860001
LNTH,79.839996
FORX,145.449997
MCEP,144.580002
FRPT,85.169998
PTCT,106.75
SINO,88.940002
CHEK,121.75
IFMI,109.050003
APPL,94.720001
BMY,104.580002
CPSY,128.710007
ECPG,79.375
ENG,161.009995
FCBK,129
FLDM,71.875
GOGL,96.639999
HDP,184.389999
IBM,147.25
IMI,120.125
INAP,132.399994
INUV,104.75
PDLI,182.8125
QVCA,83.400002
RGSE,82.125
SAEX,104.550003
SHEN,97.75
SWIR,103.75
XCOM,124.625
MRK,120.875
VER,149.5
CHK,150.089996
FCX,82.580002
MSFT,112.625
MU,140.25
VALE,73.125
SYMC,70.260002
PFE,156.179993
FEYE,92.6875
WLL,158.199997
KEY,148.139999
ABEV,86.375
ABX,204.460007
QQQ,91.510002
TWTR,135.5
ITUB,90.5
FTR,148.100006
GE,91.800003
ZNGA,106.790001
ATVI,123
JPM,80.0625
LNTH,633.72998
FORX,118.875
MCEP,108.25
FRPT,109.080002
PTCT,110.75
SINO,149.619995
CHEK,56.75
IFMI,108.5
APPL,82.510002
BMY,128.75
CPSY,74.125
ECPG,139.779999
ENG,68.625
FCBK,110.5625
FLDM,139.779999
GOGL,183.550003
HDP,87.625
IBM,48.75
IMI,87.599998
INAP,160
INUV,166.970001
PDLI,62.25
QVCA,133
RGSE,182.649994
SAEX,147.039993
SHEN,165.910004
SWIR,149.75
XCOM,93.559998
MRK,125
VER,58.5
CHK,113.559998
FCX,136.779999
MSFT,150
MU,152.729996
VALE,117.5
SYMC,112
PFE,142
FEYE,121.5
WLL,138.539993
KEY,119.5
ABEV,147.5
ABX,210.039993
QQQ,140.149994
