37,NHYU,50,94.79629031268894
5,PDLI,75,104.91746671354161
9,JFC,66,83.33768549134072
23,MANU,40,82.25958364165797
97,GCAP,98,114.43826344909371
35,QAX,76,164.1172790588459
55,JCP,35,179.53412276840487
93,RAS,29,135.6166931902864
48,C,75,184.32346627182454
81,ABRA,25,81.52347063993116
67,ACH,96,193.53901689922222
16,T,23,135.49659680112342
61,RBC,92,190.16983728784277
53,JDD,45,80.57241410478957
89,SWIR,37,170.84590555533163
65,INTC,79,83.62788656542736
23,OPK,43,113.72480841042741
51,ACV,48,162.9035969675148
96,ACP,51,76.39253433248882
21,KIJ,94,55.276425135937096
53,JBN,22,149.55790884681167
68,TGH,65,98.08050890937284
41,OPK,58,97.81269938857679
47,RFV,22,161.6855379198984
56,KIJ,68,143.35985798449846
1,WLL,23,141.11926058883176
23,RA,30,176.98135003750343
62,CF,97,122.79124622804478
82,TGF,77,157.98486392022073
5,RAS,85,81.30100827967618
34,FEYE,94,121.94531571175564
74,ABRN,35,56.15987118135439
94,ED,25,154.73687165824094
44,WLL,25,54.545896468383226
39,NVDA,29,129.46739710935248
48,X,36,170.03897426083276
35,JGH,25,128.08308479113867
18,JEC,48,161.44991596065753
61,OPL,22,100.95251172518715
73,RASA,20,89.74454559029641
8,INUV,22,162.06489054220992
56,UJM,34,127.08388558439925
98,INAP,25,63.906915117746756
26,SYMC,97,115.61351780477344
15,ABRC,83,89.01764680154592
15,X,77,155.17698192227238
18,NMJ,47,136.134550316787
42,NMJ,84,168.1029491300398
72,NVDA,68,189.49279443492873
99,CVF,92,185.55654805305798
80,WLL,26,183.4239004842512
94,DESX,46,111.71484441411627
77,INUV,57,115.08285209628835
54,OPL,80,123.03983416997806
67,GRPN,31,77.69368379634625
30,ACH,96,68.9101350683691
40,JAX,36,127.81599559478619
67,N,93,101.90369347794399
67,ACH,75,179.0990743899443
6,T,94,101.09569432544028
17,N,27,105.58244351006671
41,JFR,68,93.723096074313
80,JGH,66,155.66783410569755
50,GCAP,61,72.50437939189842
87,GRPN,61,60.31886479815364
76,QAX,88,168.57152919049904
30,JBR,29,194.1995727666197
95,JGH,31,86.90807788858878
41,RF,77,172.55583281952536
77,GCAP,46,196.8376474221266
79,ABEV,27,132.1253611778556
19,QAX,43,77.9310972172513
92,T,87,199.85003558226654
46,ABR,73,173.70927979550964
55,JBL,72,62.03096182929323
77,ABM,81,160.15059355534044
6,X,28,146.98363513967786
27,KGC,24,197.71214287605773
58,NHYU,70,87.96557170156652
4,SWIR,21,145.3130647466279
60,ABRA,88,179.50357756665434
52,AAPL,28,155.27272616932555
56,NHYU,63,187.0677357458995
30,TWTR,79,116.86166754840664
94,GCAP,60,73.46849830145942
89,AUY,72,165.6936925668242
33,APPL,24,141.88562547321175
97,JFR,58,95.58742764228208
83,ABEV,22,186.55912532310222
3,X,72,152.36185294428637
1,BBRY,53,77.66174111653628
20,XCOM,32,138.97087974805453
34,INUV,70,96.92515779725287
79,DESX,28,142.07744813716027
69,JBL,56,98.91063463777719
14,RFD,99,134.19896652690795
80,TWTR,41,93.66270057285774
59,IBM,79,192.35640195073222
86,JBT,62,118.12985590000591
27,MANU,30,119.00461961620854
5,NMJ,82,83.43996361280801
41,ABRC,67,114.57213176138855
39,GRPN,72,143.52199893481713
17,ABM,91,99.20923701547362
54,XCD,30,108.81863307005693
52,AUY,56,133.19294299097783
88,JDD,54,187.7233324278293
95,C,46,90.5709702390489
90,TGF,45,128.4491467166282
22,ACCO,22,89.81339326946312
84,C,60,70.4960330399663
99,ACCO,28,149.1204187226936
